College_Name,College_ID,Branch_Name,Branch_ID,College_Branch_ID,Caste,Gender,Percentile,Rank,University_Category
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,NT1,General,71.2480897,41417.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,NT2,Female,76.2362076,34927.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,NT2,General,80.5532035,29419.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,NT3,General,77.7279132,33186.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,OBC,Female,83.1897457,25578.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,OBC,General,83.6960512,24744.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,Other,Female,87.0702321,19743.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,Other,General,86.3501792,20781.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,SC,Female,65.8083801,48766.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,SC,General,60.8583691,54501.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,ST,General,23.8512481,86020.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,TFWS,General,90.6969427,14130.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Computer Engineering,631024510,6310-631024510,VJ,General,77.7279132,33195.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Electronics and Telecommunication Engg,631037210,6310-631037210,EWS,General,70.8255491,42350.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Electronics and Telecommunication Engg,631037210,6310-631037210,NT2,General,52.0169076,62526.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Electronics and Telecommunication Engg,631037210,6310-631037210,NT3,General,14.9570903,92451.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Electronics and Telecommunication Engg,631037210,6310-631037210,OBC,Female,56.5641602,58496.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Electronics and Telecommunication Engg,631037210,6310-631037210,OBC,General,56.5641602,58409.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Electronics and Telecommunication Engg,631037210,6310-631037210,Other,Female,68.3243751,45497.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Electronics and Telecommunication Engg,631037210,6310-631037210,Other,General,67.9011717,46016.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Electronics and Telecommunication Engg,631037210,6310-631037210,SC,Female,35.4311402,77443.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Electronics and Telecommunication Engg,631037210,6310-631037210,SC,General,3.5890511,99046.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Electronics and Telecommunication Engg,631037210,6310-631037210,TFWS,General,80.2221661,29812.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Electronics and Telecommunication Engg,631037210,6310-631037210,VJ,General,2.4943196,99561.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,DEF,General,47.8943798,67005.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,EWS,General,83.9803841,24446.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,NT1,General,69.0488353,44518.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,NT2,General,81.6162428,27728.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,NT3,General,77.7279132,33273.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,OBC,Female,79.9517542,30264.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,OBC,General,81.4518594,28067.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,Other,Female,81.9881488,27461.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,Other,General,82.6369023,26321.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,SC,Female,51.9482809,62979.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,SC,General,56.2588494,58586.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,TFWS,General,87.9403016,18406.0,State Level
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",6310,Information Technology,631024610,6310-631024610,VJ,General,30.3311258,81459.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,EWS,General,24.3861135,85650.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,NT1,General,40.2546574,73970.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,NT2,General,14.9204746,92831.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,NT3,General,30.3004877,81791.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,OBC,Female,0.0176315,100752.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,OBC,General,52.2112775,62408.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,Other,Female,21.1515665,88127.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,Other,General,57.2430271,57416.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,SC,Female,48.9793798,65606.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,SC,General,20.6305511,88513.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,TFWS,General,79.541581,30796.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Artificial Intelligence and Data Science,110799510,1107-110799510,VJ,General,8.8142108,95933.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Civil Engineering,110719110,1107-110719110,EWS,General,0.9245312,100352.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Civil Engineering,110719110,1107-110719110,NT2,General,23.7053966,86313.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Civil Engineering,110719110,1107-110719110,OBC,Female,27.218816,83523.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Civil Engineering,110719110,1107-110719110,OBC,General,27.003282,83862.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Civil Engineering,110719110,1107-110719110,Other,Female,28.7742003,82962.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Civil Engineering,110719110,1107-110719110,Other,General,37.427407,76408.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Civil Engineering,110719110,1107-110719110,SC,Female,14.9204746,92843.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Civil Engineering,110719110,1107-110719110,SC,General,12.3857612,94070.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Civil Engineering,110719110,1107-110719110,ST,Female,27.773692,83156.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Civil Engineering,110719110,1107-110719110,TFWS,General,76.1031259,35520.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,EWS,General,55.49804,59600.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,NT1,Female,67.9011717,45871.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,NT1,General,61.274009,53580.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,NT2,Female,56.8008151,57835.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,NT2,General,45.1726604,69039.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,NT3,General,45.9812986,68508.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,OBC,Female,70.8970412,42120.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,OBC,General,66.7554528,47253.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,Other,Female,73.4175234,38815.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,Other,General,71.0624183,41881.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,SC,Female,61.8916532,52565.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,SC,General,58.0509972,57309.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,ST,General,10.7619592,94807.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,TFWS,General,86.3501792,20788.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,VJ,Female,55.0214592,60034.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Computer Science and Engineering,110724210,1107-110724210,VJ,General,59.7867199,54626.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electrical Engineering,110729310,1107-110729310,EWS,General,5.4531684,97972.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electrical Engineering,110729310,1107-110729310,NT2,General,21.1515665,88057.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electrical Engineering,110729310,1107-110729310,OBC,Female,37.3800409,76635.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electrical Engineering,110729310,1107-110729310,OBC,General,26.7344905,84390.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electrical Engineering,110729310,1107-110729310,Other,Female,14.9570903,92492.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electrical Engineering,110729310,1107-110729310,Other,General,40.7677382,73636.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electrical Engineering,110729310,1107-110729310,SC,Female,1.4238829,100112.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electrical Engineering,110729310,1107-110729310,SC,General,14.5140215,92878.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electrical Engineering,110729310,1107-110729310,TFWS,General,76.6846715,34678.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electrical Engineering,110729310,1107-110729310,VJ,General,7.3948631,96880.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electronics and Telecommunication Engg,110737210,1107-110737210,EWS,General,10.5537393,95114.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electronics and Telecommunication Engg,110737210,1107-110737210,NT1,General,10.7217903,95002.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electronics and Telecommunication Engg,110737210,1107-110737210,NT2,General,20.6305511,88492.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electronics and Telecommunication Engg,110737210,1107-110737210,OBC,Female,10.7217903,94932.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electronics and Telecommunication Engg,110737210,1107-110737210,OBC,General,44.989715,69312.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electronics and Telecommunication Engg,110737210,1107-110737210,Other,Female,17.656648,90625.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electronics and Telecommunication Engg,110737210,1107-110737210,Other,General,20.6367804,88325.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electronics and Telecommunication Engg,110737210,1107-110737210,SC,Female,14.9570903,92376.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electronics and Telecommunication Engg,110737210,1107-110737210,SC,General,17.6622065,90573.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Electronics and Telecommunication Engg,110737210,1107-110737210,TFWS,General,68.3243751,45580.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Mechanical Engineering,110761210,1107-110761210,EWS,General,9.3096071,95833.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Mechanical Engineering,110761210,1107-110761210,OBC,General,5.2316816,98153.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Mechanical Engineering,110761210,1107-110761210,Other,Female,14.9204746,92839.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Mechanical Engineering,110761210,1107-110761210,Other,General,1.1327285,100270.0,State Level
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",1107,Mechanical Engineering,110761210,1107-110761210,SC,General,2.1866722,99722.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,DEF,General,68.5336468,45267.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,EWS,General,61.1578019,54210.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,NT1,General,27.218816,83711.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,NT2,General,26.6971381,84791.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,NT3,General,12.1067444,94326.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,OBC,Female,47.4330065,67856.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,OBC,General,42.092358,71802.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,Other,Female,51.9482809,62872.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,Other,General,58.0509972,57279.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,SC,Female,30.4266599,81325.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,SC,General,8.8142108,95955.0,State Level
"P.K. Technical Campus, Pune.",6768,Computer Engineering,676824510,6768-676824510,VJ,General,56.6347972,58064.0,State Level
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",5164,Civil Engineering,516419110,5164-516419110,Other,Female,23.373494,87315.0,State Level
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",5164,Civil Engineering,516419110,5164-516419110,Other,General,5.2316816,98137.0,State Level
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",5164,Computer Engineering,516424510,5164-516424510,Other,Female,61.5287969,52943.0,State Level
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",5164,Computer Engineering,516424510,5164-516424510,Other,General,17.5835125,90902.0,State Level
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",5164,Computer Engineering,516424510,5164-516424510,TFWS,General,83.2948035,25449.0,State Level
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",5164,Electrical Engineering,516429310,5164-516429310,Other,Female,0.5713395,100505.0,State Level
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",5164,Electrical Engineering,516429310,5164-516429310,Other,General,2.1392889,99730.0,State Level
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",5164,Electronics and Telecommunication Engg,516437210,5164-516437210,Other,Female,26.6971381,84899.0,State Level
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",5164,Electronics and Telecommunication Engg,516437210,5164-516437210,Other,General,2.3025981,99635.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Artificial Intelligence and Data Science,533099510,5330-533099510,EWS,General,55.0214592,60128.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Artificial Intelligence and Data Science,533099510,5330-533099510,NT1,General,40.2546574,73924.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Artificial Intelligence and Data Science,533099510,5330-533099510,NT3,General,48.3091541,66843.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Artificial Intelligence and Data Science,533099510,5330-533099510,OBC,Female,12.2261844,94206.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Artificial Intelligence and Data Science,533099510,5330-533099510,OBC,General,33.7901172,79328.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Artificial Intelligence and Data Science,533099510,5330-533099510,Other,Female,34.9390628,77801.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Artificial Intelligence and Data Science,533099510,5330-533099510,Other,General,48.9793798,65523.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Artificial Intelligence and Data Science,533099510,5330-533099510,SC,General,30.3004877,82009.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Artificial Intelligence and Data Science,533099510,5330-533099510,TFWS,General,69.6680476,43865.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Artificial Intelligence and Data Science,533099510,5330-533099510,VJ,General,19.7997548,89517.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,DEF,General,72.8984215,39574.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,EWS,General,79.2552105,31274.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,NT1,General,63.5909492,51321.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,NT2,General,44.5236882,69980.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,NT3,General,67.7749226,46411.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,OBC,Female,67.9011717,45980.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,OBC,General,70.3981929,43272.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,Other,Female,87.2410374,19507.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,Other,General,73.9633214,38312.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,SC,Female,44.3547118,70483.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,SC,General,37.427407,76458.0,State Level
"PUNE VIDYARTHI GRIHAâ€™S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",5330,Computer Engineering,533024510,5330-533024510,ST,Female,56.8008151,57934.0,State Level
